"collection_no","record_type","authorization","release_on","formation","lng","lat","collection_name","container_no","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"222901","col","","","Wingate Sandstone","-110.468887","37.945614","North Wash tracksite (Wingate)","","GCNRA","1","Rhaetian","Hettangian","205.7","199.5","78433"
"222902","col","","","Navajo Sandstone","-111.359901","37.033401","Crossing of the Fathers tracksite","","Romana Mesa, GCNRA","3","Pliensbachian","Toarcian","192.9","174.7","78429"
"222903","col","","","Navajo Sandstone","-111.199997","36.865002","Choal Canyon tracksite","","","1","Pliensbachian","Toarcian","192.9","174.7","78429"
"222904","col","","","Morrison","-110.735001","37.515999","Bullfrog tracksite","","GCNRA","1","Late Oxfordian","","157.9","154.8","78429"
"222907","col","","","Navajo Sandstone","-110.732002","37.384602","Annie's Canyon tracksite","","GCNRA","3","Pliensbachian","Toarcian","192.9","174.7","78429"
"222908","col","","","Navajo Sandstone","-111.290001","37.120998","Last Chance Bay tracksite","","","1","Pliensbachian","Toarcian","192.9","174.7","78429"
"222909","col","","","Navajo Sandstone","-111.024002","37.125999","Driftwood Canyon tracksite","","","2","Pliensbachian","Toarcian","192.9","174.7","78429"
"222910","col","","","Kayenta","-110.860001","37.361000","Long Canyon tracksite","","","1","Sinemurian","Pliensbachian","199.5","184.2","78429"
"222911","col","","","Navajo Sandstone","-110.895302","37.254601","Hole-in-the-Rock tracksite (lower)","","GCNRA","1","Pliensbachian","Toarcian","192.9","174.7","78429"
"222912","col","","","Navajo Sandstone","-110.895302","37.254601","Hole-in-the-Rock tracksite (intermediate)","","GCNRA","1","Pliensbachian","Toarcian","192.9","174.7","78429"
"222913","col","","","Navajo Sandstone","-110.895302","37.254601","Hole-in-the-Rock tracksite (upper)","","GCNRA","1","Pliensbachian","Toarcian","192.9","174.7","78429"
"222914","col","","","","-3.200000","51.398998","Sully tracksite","","","3","Norian","","227.3","205.7","78434"
"222929","col","","","Navajo Sandstone","-110.473000","38.117001","Poison Spring Canyon tracksite","","","1","Pliensbachian","Toarcian","192.9","174.7","78441"
"222930","col","","","Navajo Sandstone","-110.042999","38.293999","Cleopatra's Chair tracksite","","","1","Pliensbachian","Toarcian","192.9","174.7","78441"
"222931","col","","","Navajo Sandstone","-110.490997","38.282001","Dirty Devil River tracksite (Navajo)","","","1","Pliensbachian","Toarcian","192.9","174.7","78441"
"222946","col","","","Hornitos","-70.259720","-27.975279","Localidad 13","","Formación Hornitos","1","Late Cretaceous","","100.5","66","78437"
"223014","col","","","Hornitos","-70.230003","-27.707779","Localidad 35, SNGM-1","","Formación Hornitos","1","Campanian","Maastrichtian","83.6","66","78437"
"223030","col","","","Chinle","-106.475060","36.323849","Hayden Quarry, Ghost Ranch (site 1)","","","1","Norian","","227.3","205.7","31961"
"223076","col","","","De Queen","-93.845276","34.065834","Nashville gypsum quarry","","","2","Early Albian","","113.2","110.1","78476"
"223083","col","","","Bull Canyon","-103.549698","35.104301","NMMNH L-498 [PROXY]","","PB 89-001","1","Norian","","227.3","205.7","31634"
"223084","col","","","Chinle","-105.976501","35.506500","NMMNH L-1171 [PROXY]","","DL2","2","Carnian","","237","227.3","31634"
"223339","col","","","Two Medicine","-112.287567","47.768101","Pete’s Pupa Peninsula (PPP)","","Willow Creek Anticline, WCA","2","Middle Campanian","Late Campanian","83.6","72.2","78546"
"223348","col","","","Bagå","14.705200","55.151699","Pyritsøen beach tracksite","","Hasle Klinkefabrik","2","Bajocian","Bathonian","170.9","165.3","78557"
"223350","col","","","Burro Canyon","-109.296997","37.504002","White Mesa tracksite, LACM Loc. 7711","","","4","Barremian","","125.77","121.4","78558"
"223351","col","","","Adamantina","-51.076000","-21.674000","Paulista de Estrada de Ferro well, Adamantina [PROXY]","","","1","Late Campanian","Early Maastrichtian","83.6","66","78560"
"223356","col","","","","-114.568886","36.654446","Glendale","","","1","Rancholabrean","","0.21","0.014","78565"
"223358","col","","","Wessex","-1.433957","50.640491","Chilton Chine foreshore, near Brighstone","","","1","Barremian","","125.77","121.4","78569"
"223359","col","","","Wessex","-1.433957","50.640491","east of Chilton Chine","","","1","Barremian","","125.77","121.4","78569"
"223378","col","","","Cedar Mountain","-111.206001","38.721001","OMNH V237, Mussentuchit","","","1","Early Cenomanian","","100.5","93.9","1227"
"223379","col","","","Cedar Mountain","-111.000000","39.000000","OMNH V214, Mussentuchit","","","1","Early Cenomanian","","100.5","93.9","1227"
"223380","col","","","Cedar Mountain","-111.254997","38.680832","OMNH V866","","","1","Early Cenomanian","","100.5","93.9","1227"
"223381","col","","","Cedar Mountain","-111.061996","38.694000","Willow Springs 8 quarry","","CEUM locality 42Em576v, Mussentuchit","1","Early Cenomanian","","100.5","93.9","78573"
"223391","col","","","Kurek","67.105003","38.807999","Tashkurgan II tracksite","","","1","Late Oxfordian","Early Kimmeridgian","157.9","152.21","78585"
"223392","col","","","Kurek","66.803001","37.952000","Tangiduval I tracksite","","Chougou","1","Late Oxfordian","","157.9","154.8","78585"
"223393","col","","","Kurek","66.803001","37.952000","Tangiduval II tracksite","","","1","Late Oxfordian","","157.9","154.8","78585"
"223394","col","","","Kurek","66.737000","37.963001","Tangiduval III tracksite","","","1","Late Oxfordian","","157.9","154.8","78585"
"223395","col","","","","66.989998","38.129002","Derbent I tracksite","","","1","Hauterivian","","132.6","125.77","78585"
"223396","col","","","","66.989998","38.129002","Derbent II tracksite","","","1","Hauterivian","","132.6","125.77","78585"
"223397","col","","","Dinosaur Park","-111.417778","50.752220","north side, Happy Jack's Ferry [PROXY]","","UALVP","1","Late Campanian","","83.6","72.2","78588"
"223551","col","","","Nagatogawa","137.240097","36.460499","Kanidera tunnel tracksite","","Hosoiri","3","Valanginian","","137.05","132.6","78629"
"223603","col","","","Cuevas Labradas","-2.967000","41.781399","Talveila tracksite","","","1","Sinemurian","","199.5","192.9","78646"
"223604","col","","","Huérteles","-0.359900","40.393002","Umbría del Sastre tracksite","","","1","Berriasian","","143.1","137.05","78647"
"223641","col","","","","-2.418300","42.213200","Santisol tracksite","","Hornillos de Cameros, STS","3","Hauterivian","Aptian","132.6","113.2","78657"
"223642","col","","","","-2.416300","42.206699","Santa Juliana tracksite","","Hornillos de Cameros, SJA","2","Hauterivian","Aptian","132.6","113.2","78657"
"223643","col","","","","-2.412500","42.203800","La Barguilla tracksite","","Hornillos de Cameros, LBG","3","Hauterivian","Aptian","132.6","113.2","78657"
"223644","col","","","","-2.325420","42.201870","Las Mortajeras tracksite","","LM","3","Aptian","","121.4","113.2","78658"
"223645","col","","","","-2.301200","42.196320","Malvaciervo tracksite","","MLV","3","Aptian","","121.4","113.2","78658"
"223646","col","","","","-2.207778","42.120556","Navalsaz tracksite","","NS, NZ, Lastra 2-A, Lastra 2-B, Lastra 2-C, Lastra 2A, Lastra 2B, Lastra 2C","4","Aptian","","121.4","113.2","83620"
"223647","col","","","","-2.160520","42.127739","Tajugueras tracksite, Préjano","","Valdete, Valdeté, TJG","2","Hauterivian","","132.6","125.77","28579"
"223648","col","","","","-2.160520","42.127739","Perosancio tracksite, Préjano","","Valdete, Valdeté, PER","1","Hauterivian","","132.6","125.77","78697"
"223649","col","","","","-2.089080","42.055279","Valdenocerillo tracksite","","Cornago, VNC","1","Hauterivian","Aptian","132.6","113.2","78647"
"223696","col","","","","-2.264167","42.165001","Barranco de Valdeño tracksite","","Enciso, BV","2","Hauterivian","Aptian","132.6","113.2","82509"
"223697","col","","","","-2.259444","42.157501","Corral de Valdefuentes tracksite","","Enciso, CVF","3","Hauterivian","Aptian","132.6","113.2","82509"
"223698","col","","","","-2.159444","42.130833","Perosancio Inferior tracksite, Préjano","","Valdete, Valdeté, PERI","1","Hauterivian","","132.6","125.77","78647"
"223699","col","","","Kayenta","-113.344200","37.230072","Desert Tortoise tracksite 5 (DT5)","","","2","Sinemurian","Pliensbachian","199.5","184.2","78695"
"223701","col","","","Moenave","-113.072220","37.211109","Loc. 42Ws260T, Zion National Park [PROXY]","","","1","Rhaetian","","205.7","201.4","78695"
"223705","col","","","Kayenta","-113.501213","37.156803","Hamblin tracksite","","","2","Sinemurian","Pliensbachian","199.5","184.2","78695"
"223706","col","","","Moenave","-113.403900","37.010700","Olsen Canyon tracksite","","","3","Rhaetian","Hettangian","205.7","199.5","78695"
"223709","col","","","Calcaires à Stipites","3.426600","44.178799","Gayrand tracksite","","Meyrueis","1","Bathonian","","168.2","165.3","78701"
"223710","col","","","Dolomitique","3.511200","44.540600","Mende tracksite","","","3","Hettangian","","201.4","199.5","78702"
"223711","col","","","Dolomitique","3.616600","44.240501","Solpérière tracksite","","","3","Hettangian","","201.4","199.5","78702"
"223713","col","","","Calcaires à Stipites","3.404722","44.193054","Capelan tracksite","","","2","Early Bathonian","","168.2","165.3","78712"
"223714","col","","","Calcaires à Stipites","3.290000","44.097500","La Garène tracksite","","","3","Early Bathonian","","168.2","165.3","78712"
"223715","col","","","Calcaires à Stipites","2.516667","44.439445","Salles-la-Source tracksite","","Cornelach","1","Early Bathonian","","168.2","165.3","78712"
"223716","col","","","Calcaires à Stipites","3.324400","44.299500","Grotte de la Clujade","","","1","Early Bathonian","","168.2","165.3","78712"
"223717","col","","","Grès et Argilites bariolées","2.716000","44.453999","Le Bouyssou tracksite","","","3","Early Hettangian","","201.4","199.5","78698"
"223718","col","","","Grès et Argilites bariolées","2.700000","44.478001","Puech de Castres tracksite (lower)","","","3","Early Hettangian","","201.4","199.5","78698"
"223719","col","","","Dolomitique","2.700000","44.478001","Puech de Castres tracksite (upper)","","","3","Early Hettangian","","201.4","199.5","78698"
"223720","col","","","Hualhuani","-72.491158","-16.156111","Querulpa Chico tracksite","","","1","Berriasian","","143.1","137.05","78715"
"223721","col","","","Broome Sandstone","122.160599","-17.582899","Quondong Point tracksite (QUON001/QDIII)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223722","col","","","Broome Sandstone","122.160599","-17.582899","Quondong Point tracksite (QUON002/QDII)","","","2","Valanginian","Barremian","137.05","121.4","78718"
"223723","col","","","Broome Sandstone","122.160599","-17.582899","Quondong Point tracksite (QUON003/QDI)","","","3","Valanginian","Barremian","137.05","121.4","78718"
"223724","col","","","Broome Sandstone","122.148399","-17.547899","South Pipeline Corridor tracksite (SPIPE001)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223725","col","","","Broome Sandstone","122.148003","-17.554800","South Pipeline Corridor tracksite (SPIPE002/MBI)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223726","col","","","Broome Sandstone","122.148003","-17.554800","South Pipeline Corridor tracksite (SPIPE003/MBII)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223727","col","","","Broome Sandstone","122.148003","-17.554800","South Pipeline Corridor tracksite (SPIPE004/MBIII)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223728","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite","","PORT001/JPPXVIII, PORT003, PORT004/JPPXXXI","3","Valanginian","Barremian","137.05","121.4","78718"
"223729","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT002/JPPXX)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223730","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT005)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223731","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT006)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223732","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT007)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223733","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT010/JPPXXIV)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223734","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT011)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223735","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT012/JPPXV)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223736","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite","","PORT013/JPPII, PORT014/JPPI","1","Valanginian","Barremian","137.05","121.4","78718"
"223737","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT015/JPPVII)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223738","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT016/JPPXII)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223739","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT017/JPPXXVII)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223740","col","","","Broome Sandstone","122.146698","-17.515699","Port Precinct tracksite (PORT018/JPPIV)","","","4","Valanginian","Barremian","137.05","121.4","78718"
"223741","col","","","Broome Sandstone","122.290802","-17.969101","Redcliffs/Crab Creek Road tracksite (REDC001)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223742","col","","","Broome Sandstone","122.290802","-17.969101","Redcliffs/Crab Creek Road tracksite (REDC002)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223743","col","","","Broome Sandstone","122.290802","-17.969101","Redcliffs/Crab Creek Road tracksite (REDC003)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223744","col","","","Broome Sandstone","122.290802","-17.969101","Redcliffs/Crab Creek Road tracksite (REDC004)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223745","col","","","Broome Sandstone","122.290802","-17.969101","Redcliffs/Crab Creek Road tracksite (REDC005)","","","1","Valanginian","Barremian","137.05","121.4","78718"
"223746","col","","","Broome Sandstone","122.228897","-17.974501","Town Beach tracksites","","TOWN001, TOWN002, TOWN003, TOWN004, TOWN005, TOWN006, TOWN007","3","Valanginian","Barremian","137.05","121.4","78718"
"223747","col","","","Broome Sandstone","122.209999","-17.934299","Cable Beach tracksites","","CAB001, CAB002, CAB003, CAB004, CAB005, CAB006, CAB007, CAB008, CAB009","2","Valanginian","Barremian","137.05","121.4","78718"
"223749","col","","","Hasle","14.702778","55.177502","Hasle harbor tracksite","","","2","Early Pliensbachian","","192.9","184.2","78720"
"223799","col","","","Frenchman","-106.575996","49.074699","near East Block, Grasslands National Park","","","1","Late Maastrichtian","","72.2","66","78776"
"223809","col","","","Charmouth Mudstone","-2.918876","50.732075","Charmouth–Lyme Regis beach","","","1","Sinemurian","","199.5","192.9","78792"
"223810","col","","","Charmouth Mudstone","-2.908300","50.734001","Black Ven, Charmouth (BRSMG)","","","1","Sinemurian","","199.5","192.9","78792"
