collection_no,formation,lng,lat,collection_name,n_occs,early_interval,late_interval,max_ma,min_ma
92055,Hampen Marly,-1.233333,51.799999,"Woodeaton, ""Monster Bed""",1,Middle Bathonian,,168.2,165.3
92062,Summerville,-108.477219,38.853611,Cactus Park tracksite (Summerville Fm.),1,Late Callovian,Oxfordian,165.3,154.8
92087,Löwenstein,9.131944,48.744446,"Billert, Kaltental",1,Norian,,227.3,205.7
92089,Chinle,-106.333336,39.833332,"Main Elk Creek, DMNH loc. 1306",1,Norian,Rhaetian,227.3,201.4
92105,Morrison,-106.764442,42.525002,Alcova Lake tracks [Morrison Fm.],3,Kimmeridgian,Tithonian,154.8,143.1
92110,,5.548611,45.77972,Cerin [PROXY],1,Kimmeridgian,,154.8,149.2
92116,Cerro del Pueblo,-101.279999,26.18,north of Saltillo,2,Late Campanian,,83.6,72.2
92136,Karabastau,70.0,42.900002,"Aulie, Mikhailovka, Karatau [PIN Loc. 2585]",2,Oxfordian,,161.5,154.8
92143,,1.633333,50.75,Montrouge I (lower),1,Late Tithonian,Early Berriasian,145.06,141.0
92144,,1.633333,50.75,Montrouge 2 (upper),3,Late Tithonian,Early Berriasian,145.06,141.0
92145,,1.616667,50.766666,La Rochette,1,Late Tithonian,Early Berriasian,145.06,141.0
92150,Phu Kradung,104.175354,16.735912,Dan Luang,4,Tithonian,Berriasian,149.2,137.05
92151,Isalo IIIb,46.983334,-16.549999,"Ambondromahabo, M-8",3,Bathonian,,168.2,165.3
92188,Tangshang,121.583336,28.75,"Aolicun, Yandang Mountain",1,Early Campanian,,83.6,72.2
92233,Lohan Cura,-69.396942,-39.59222,"Cerro de los Leones, level 3",3,Albian,,113.2,100.5
92234,Lohan Cura,-69.396942,-39.59222,"Cerro de los Leones, level 1",2,Early Albian,,113.2,110.1
92235,Lohan Cura,-69.396942,-39.59222,"Cerro de los Leones, level 4",1,Early Albian,,113.2,110.1
92261,Khok Kruat,102.833328,16.433331,"Khok Pia, Khon-Kaen",2,Aptian,Albian,121.4,100.5
92285,Morrison,-102.953613,36.961945,Carrizo Creek tracksite,2,Kimmeridgian,,154.8,149.2
92290,Romualdo,-39.266666,-7.216667,Chapada do Araripe [Romualdo Fm.] (general),2,Late Aptian,,119.57,113.2
92297,Muerto,-101.116669,26.116667,El Pelillal tracksite,2,Late Campanian,Maastrichtian,83.6,66.0
92314,Quebrada Monardes,-69.382774,-27.26639,Cerro la Isla,3,Berriasian,,143.1,137.05
92324,Phu Phan,103.574928,16.679863,Phu Kum Khao (cliff face),1,Barremian,Aptian,125.77,113.2
92326,Camarillas,-0.879,40.641998,La Mina tracksite,1,Early Barremian,,125.77,121.4
92328,Bissekty,61.5,41.290279,"Zenge Kurgan 3, ZK-3",4,Middle Turonian,Late Turonian,93.9,89.8
92360,Morrison,-108.770508,39.148617,"George's ""Coelurosaur"" Site, FPA",1,Early Tithonian,,149.2,145.06
92399,Melovatka,44.736389,50.880833,Melovatka 3,1,Middle Cenomanian,,100.5,93.9
92421,Tiaojishan,119.991112,40.868057,"Daxishan, Linglongta",3,Late Bathonian,Early Kimmeridgian,168.2,152.21
92437,,13.148889,38.136665,Cozzo Schinaldo,1,Pleistocene,,2.58,0.0117
92448,La Posa,0.99029,42.165714,Orcau-2 tracksite,3,Early Maastrichtian,,72.2,66.0
92612,Iouaridène,-6.90852,31.728411,Iouaridène tracksite 13IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92613,Iouaridène,-6.91117,31.716949,Iouaridène tracksite 16IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92614,Iouaridène,-6.91059,31.71323,Iouaridène tracksite 19IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92615,Iouaridène,-6.90979,31.71312,Iouaridène tracksite 20IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92616,Iouaridène,-6.910487,31.715059,Iouaridène tracksite 21IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92617,Iouaridène,-6.909931,31.713051,Iouaridène tracksite 22IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92618,Iouaridène,-6.909805,31.71253,Iouaridène tracksite 23IGR,1,Oxfordian,Kimmeridgian,161.5,149.2
92620,Blue Lias,-2.938889,50.726112,Lyme Regis theropod (PROXY),1,Hettangian,Early Sinemurian,201.4,192.9
92626,Yixian,120.8722,41.601398,Sihetun (Dalian Natural Museum),1,Late Barremian,Early Aptian,125.77,119.57
92641,,138.733337,-19.033333,Ringtail Site,2,Langhian,Serravallian,15.98,11.63
92715,Charmouth Mudstone,-2.75,50.723057,west of Seatown,1,Early Pliensbachian,,192.9,184.2
92716,Portland Stone,-2.45,50.533298,"Parkfield Quarry, Isle of Portland",1,Tithonian,,149.2,143.1
92717,Portland Stone,-2.45,50.533298,Bath & Portland Stone Company Quarry,1,Tithonian,,149.2,143.1
92728,Kimmeridge Clay,-2.466357,50.591335,"Portland Harbour, Wyke Regis",1,Early Kimmeridgian,,154.8,152.21
92729,Kimmeridge Clay,-2.518168,50.617805,"Fleet, Wyke Regis",1,Early Kimmeridgian,,154.8,152.21
92730,Kimmeridge Clay,-2.490748,50.592262,"Fleet shore, Ferrybridge",1,Early Kimmeridgian,,154.8,152.21
92731,Kimmeridge Clay,-2.336512,50.631821,"Ringstead Bay, Weymouth",1,Early Tithonian,,149.2,145.06
92732,,46.633057,-25.19861,Andrahomana Cave (historical collections),2,Holocene,,0.0117,0.0
92733,,46.633057,-25.19861,Andrahomana Cave (2002-2003 collections),25,Holocene,,0.0117,0.0
92787,,110.217781,33.134167,Huanglong Cave,5,Late Pleistocene,,0.129,0.0117
92806,Yixian,121.116669,41.083332,Jinzhou,1,Late Barremian,Early Aptian,125.77,119.57
92811,Chinle,-109.834099,35.110901,"Zuni Well Mound, PFV 215",1,Norian,,227.3,205.7
92812,,-83.466667,22.666668,Cueva El Abrón Level VII,2,Late Pleistocene,,0.129,0.0117
92836,,144.733337,-37.266666,Lancefield Bone Bed (Unit IVa),2,Late Pleistocene,,0.129,0.0117
92840,Waite,134.433334,-22.799999,Alcoota Homestead,2,Late Miocene,,11.63,5.333
92841,El Castellar,-0.694167,40.577221,Camino-Lucía 2,1,Late Hauterivian,Early Barremian,132.6,121.4
92842,El Castellar,-0.868747,40.664173,Corrales Pelejón-3,4,Late Hauterivian,,132.6,125.77
92850,Chinle,-109.579445,34.68111,"Stinking Springs, SMU Loc. 252",3,Norian,,227.3,205.7
92889,Wierzbica Oolite and Platy Limestones,20.5,50.700001,Wierzbica mine,1,Early Kimmeridgian,,154.8,152.21
92890,Baltów Coral Limestones,21.033333,51.5,"Devil's Foot, Baltów",1,Middle Oxfordian,,161.5,154.8
92902,,24.261944,35.398609,"Liko Cave, bed a",36,Late Pleistocene,,0.129,0.0117
92917,,-1.450556,50.651669,Isle of Wight (general),4,Barremian,Early Aptian,125.77,119.57
92938,Chinle,-106.47506,36.323849,"Hayden Quarry, Ghost Ranch (site 2)",1,Norian,,227.3,205.7
92939,Chinle,-106.47506,36.323849,"Hayden Quarry, Ghost Ranch (site 4)",1,Norian,,227.3,205.7
92950,Shaximiao,104.052391,29.093945,"Xiaogu, Qianwei",1,Bathonian,Callovian,168.2,161.5
92955,,-170.344727,57.177502,Qagnax Cave,1,Holocene,,0.0117,0.0
92963,Horseshoe Canyon,-112.842682,51.50914,5 km west of Royal Tyrrell Museum,1,Early Maastrichtian,,72.2,66.0
93103,Shuler,-96.707497,32.714722,Moore Pit,4,Late Pleistocene,,0.129,0.0117
93105,Portland Stone,-1.78866,51.551548,"Okus Quarry, Swindon",1,Tithonian,,149.2,143.1
93138,Morrison,-107.846802,44.541901,Coyote Basin tracksites,3,Kimmeridgian,Tithonian,154.8,143.1
93182,,-112.583336,44.633331,Merrell,3,Late Pleistocene,,0.129,0.0117
93191,Zhonggou,97.666664,41.583332,"Auroraceratops type, Gongpoquan Basin",1,Early Albian,,113.2,110.1
93193,Lufeng,102.083336,25.15,"Bienosaurus, Lufeng Basin (PROXY)",1,Sinemurian,,199.5,192.9
93194,Shishugou,88.919884,45.191288,"IVPP Loc. 83007-5, Kelameili",1,Callovian,Oxfordian,165.3,154.8
93195,Shishugou,88.919884,45.191288,"IVPP Loc. 83007-8, Kelameili",1,Callovian,Oxfordian,165.3,154.8
93197,Shishugou,88.919884,45.191288,"IVPP Loc. 83007-6, Kelameili",1,Callovian,Oxfordian,165.3,154.8
93198,Shishugou,88.919884,45.191288,"IVPP Loc. 83007-9, Kelameili",1,Callovian,Oxfordian,165.3,154.8
93204,Bissekty,62.655315,42.117294,Dzharakuduk (general),6,Middle Turonian,Late Turonian,93.9,89.8
93215,Bayangobi,106.033333,41.183334,Qiriga Village,1,Aptian,,121.4,113.2
93217,Niobrara,-101.273613,38.913891,"north side, Smoky Hill River, 5 mi W Russell Springs",1,Santonian,,85.7,83.6
93229,Chinle,-109.805557,34.885834,"Jasper Forest S (UCMP V82041, PF167)",1,Norian,,227.3,205.7
93251,,-120.5,43.333332,Fossil Lake,70,Late Pleistocene,,0.129,0.0117
93258,,-104.883331,31.883333,Williams Cave (Unknown Levels),1,Pleistocene,Holocene,2.58,0.0
93259,,-97.050003,30.716667,Wilson-Leonard Site Bone Bed Component,1,Late Pleistocene,,0.129,0.0117
93267,Luján,-60.384724,-37.0,Campo Laborde,1,Holocene,,0.0117,0.0
93277,,-105.683334,42.783333,Little Box Elder Cave,75,Late Pleistocene,,0.129,0.0117
93281,,-104.783333,32.349998,Burnet Cave,17,Late Pleistocene,,0.129,0.0117
93326,,-114.033333,39.483334,Crystal Ball Cave,26,Late Pleistocene,Holocene,0.129,0.0
93374,,-110.650002,32.549999,Deadman Cave,12,Late Pleistocene,Holocene,0.129,0.0
93483,,-122.5,37.666668,Mussel Rock,1,Late Pleistocene,,0.129,0.0117
93527,,-96.966667,33.066666,Lewisville Dam,1,Late Pleistocene,,0.129,0.0117
93565,Chinle,-106.833336,36.583332,NMMNH L-913,1,Norian,,227.3,205.7
93578,Chinle,-107.73333,34.900002,"NMMNH L-3380, Lucero Uplift",1,Norian,,227.3,205.7
93729,Sebeş,23.591944,45.987221,"Râpa Rosie (RR), Sebes Valley ",8,Early Maastrichtian,,72.2,66.0
93730,Jibou,23.529119,46.544491,"Bicalat Creek, Iara",1,Late Maastrichtian,,72.2,66.0
93828,,-0.958889,54.262222,Kirkdale Cave,1,Late Pleistocene,,0.129,0.0117
93837,,-3.6734,50.4944,Tornewton Cave,16,Late Pleistocene,,0.129,0.0117
93886,Khok Kruat,102.933296,16.383329,banks of Nam Phong River,1,Aptian,Albian,121.4,100.5
93887,Khok Kruat,102.417,16.233999,Phu Hin Rong,5,Aptian,Albian,121.4,100.5
94144,Lastres,-5.413889,43.554169,Quintueles tracksite,2,Kimmeridgian,,154.8,149.2
94145,Lastres,-5.488889,43.544445,Oles tracksite,2,Kimmeridgian,,154.8,149.2
94146,Lastres,-5.429089,43.549728,Puerto de Tazones tracksite,3,Kimmeridgian,,154.8,149.2
94147,Lastres,-5.28378,43.527359,Acantilados de Luces tracksite,3,Kimmeridgian,,154.8,149.2
94148,North Horn,-111.150002,39.299999,Cottonwood Creek tracksite,1,Late Maastrichtian,,72.2,66.0
94158,Nam Phong,101.883301,16.883333,Tha Song Khon tracksite,1,Norian,Rhaetian,227.3,201.4
94174,Sao Khua,102.373825,16.815302,Phu Kao tracksite,2,Late Barremian,,125.77,121.4
94175,Phra Wihan,101.040001,16.976667,Phu Hin Rong Kla tracksite,1,Berriasian,Barremian,143.1,121.4
94176,Sao Khua,104.367973,16.458433,Nong Sung tracksite,1,Late Barremian,,125.77,121.4
94219,Inferior Oolite,-2.754998,50.733219,Bridport,1,Aalenian,Bajocian,174.7,168.2
94220,Villar del Arzobispo,-1.407509,40.24036,"Jabaloyas, Sierra de Albarracín",2,Kimmeridgian,Tithonian,154.8,143.1
94221,Villar del Arzobispo,-1.406137,40.154774,"Veguillas de la Sierra, Sierra de Albarracín",1,Kimmeridgian,Tithonian,154.8,143.1
94222,Villar del Arzobispo,-1.269214,40.276581,"Rubiales, Sierra de Albarracín",1,Kimmeridgian,Tithonian,154.8,143.1
94223,Durlston,-1.952201,50.602207,Zigzag path track (DB117/118),1,Late Berriasian,,139.1,137.05
94224,Lulworth,-1.949697,50.605217,Durlston Bay track (DB102/103),1,Middle Berriasian,,141.0,139.1
94225,Lulworth,-2.186522,50.615959,Worbarrow Tout (WB113/114),1,Middle Berriasian,,141.0,139.1
94226,Durlston,-2.186522,50.615959,Worbarrow Tout (WB124/125),1,Late Berriasian,,139.1,137.05
94227,Durlston,-2.186522,50.615959,Worbarrow Tout (WB145),1,Late Berriasian,,139.1,137.05
94228,Durlston,-2.186522,50.615959,Worbarrow Tout (WB165/166),1,Late Berriasian,,139.1,137.05
94229,Durlston,-2.186522,50.615959,Worbarrow Tout (WB177/178),1,Late Berriasian,,139.1,137.05
94230,Durlston,-2.186522,50.615959,Worbarrow Tout (WB196),1,Late Berriasian,,139.1,137.05
94231,Durlston,-1.949167,50.602222,Durlston Bay (DB116a),1,Late Berriasian,,139.1,137.05
94232,Durlston,-1.949167,50.602222,Durlston Bay (DB120/121),1,Late Berriasian,,139.1,137.05
94233,Durlston,-1.949167,50.602222,Durlston Bay (DB132/133),1,Late Berriasian,,139.1,137.05
94234,Durlston,-1.949167,50.602222,Durlston Bay (DB216),1,Late Berriasian,,139.1,137.05
94235,Durlston,-1.949167,50.602222,Durlston Bay (DB220),1,Late Berriasian,,139.1,137.05
94252,West Melbury Marly Chalk,0.052222,52.150002,Haslingfield,2,Late Albian,,106.3,100.5
94307,,-64.711502,32.348999,Fern Sink Cave (surface deposits),3,Holocene,,0.0117,0.0
94308,,-64.707611,32.341202,Calonectris Quarry,4,Middle Pleistocene,,0.774,0.129
94310,,-64.713501,32.351551,"Admirals Cave, Level q",1,Late Pleistocene,,0.129,0.0117
94333,Lewisville,-97.057213,32.980507,Grapevine Lake Dam Spillway,5,Middle Cenomanian,,100.5,93.9
94367,Kirkwood,-75.223053,39.737778,Mullica Hill,1,Aquitanian,Burdigalian,23.04,15.98
94368,Two Medicine,-112.223351,47.714668,First Find Microsite (OTM 99-19),6,Early Campanian,,83.6,72.2
94370,Horseshoe Canyon,-112.673378,51.455544,Fox Coulee Quarry,3,Early Maastrichtian,,72.2,66.0
94371,Gypsum Spring,-107.738998,44.515701,Trapper Creek tracksite,2,Late Bajocian,,168.6,168.2
94372,Bayan Mandahu,106.756721,41.702133,"SCDP, Bayan Mandahu [non-specific locality data]",3,Campanian,,83.6,72.2
94373,Aguja,-103.25,29.25,East of WPA 1 Quarry,2,Late Campanian,,83.6,72.2
94534,Argiles de Châtillon,1.615278,50.724998,Boulogne-sur-Mer (general),2,Late Kimmeridgian,,152.21,149.2
94537,,-38.5,-12.911111,beach between Plataforma and Itacaranha (Locality 4),4,Late Hauterivian,Early Barremian,132.6,121.4
94538,Greenhorn Limestone,-98.916664,39.0,NW Russell County (FHSM),3,Middle Cenomanian,,100.5,93.9
94539,,48.383331,54.433331,"Slantsevy Rudnik, Ulyanovsk",1,Late Hauterivian,,132.6,125.77
94550,Cedar Mountain,-109.305244,40.440887,"DNM 16, Dinosaur National Monument",2,Early Cenomanian,,100.5,93.9
94614,Jindong,128.399994,35.099998,Daepyeongri-Jisanri tracksite,2,Albian,,113.2,100.5
94615,,-61.784,17.137501,Burma Quarry Fissure Filling,11,Holocene,,0.0117,0.0
94616,,-61.75,17.016666,Indian Creek,3,Holocene,,0.0117,0.0
94632,Chico,-121.533333,39.616669,"Granite Bay, SC1571 ",2,Campanian,,83.6,72.2
94651,Manda Beds,35.133331,-10.3,Litumba Ndyosi (NMT Z34),1,Anisian,,246.7,241.464
94669,Summerville,-110.916664,39.049999,"Horn Silver Gulch tracksite, ""discovery site""",1,Late Callovian,Oxfordian,165.3,154.8
94670,Chipping Norton Limestone,-1.616667,51.950001,"Cross Hands Quarry, Little Compton (upper)",2,Early Bathonian,,168.2,165.3
94671,Summerville,-110.916664,39.049999,"Horn Silver Gulch tracksite, ""southern site""",1,Late Callovian,Oxfordian,165.3,154.8
94765,Dinosaur Park,-111.518097,50.742409,RTMP Quarry 207,1,Late Campanian,,83.6,72.2
94771,Summerville/Bluff Sandstone,-109.083336,36.916668,"Teec Nos Pos, 1.6km E of Pteraichnus type, tracks",2,Oxfordian,Kimmeridgian,161.5,149.2
94772,Summerville/Bluff Sandstone,-109.083336,36.916668,"Teec Nos Pos, vicinity Pteraichnus type, lower levels",2,Oxfordian,Kimmeridgian,161.5,149.2
94773,Morrison,-109.083336,36.916668,"Teec Nos Pos, 1.6km E of Pteraichnus type, Salt Wash",1,Kimmeridgian,Tithonian,154.8,143.1
94774,Morrison,-109.083336,36.916668,"Teec Nos Pos, vicinity Pteraichnus type, Salt Wash",1,Kimmeridgian,Tithonian,154.8,143.1
94775,Summerville/Bluff Sandstone,-109.599998,37.533333,Butler Wash,2,Oxfordian,,161.5,154.8
94783,Lufeng,102.080002,25.18,Dawa Dinosaur Mountain,1,Sinemurian,,199.5,192.9
94784,Molteno,28.274721,-30.97611,Maclear tracksite B,1,Carnian,,237.0,227.3
94787,Tiki,81.366669,23.916668,Tiki village,1,Carnian,,237.0,227.3
94804,Navajo Sandstone,-109.633331,37.366669,"Eagle's Nest, UMNH VP Loc. 191",1,Pliensbachian,Toarcian,192.9,174.7
94819,Yixian,120.900002,41.633331,"Huangbanjigou, Shangyuan, Beipiao (GLGVM collection)",1,Late Barremian,Early Aptian,125.77,119.57
94887,Majiacun,111.474403,33.289169,"Zhoujiagou, Yangcheng",1,Late Coniacian,Santonian,89.8,83.6
95168,Ortega,-75.224167,3.938889,"Ortega locality, UCMP V-4940",2,Maastrichtian,,72.2,66.0
95348,Vilquechicho,-69.71138,-15.206967,Vilquechico tracksite,3,Maastrichtian,,72.2,66.0
95352,Winton,143.516693,-22.08333,Belmont Station,1,Cenomanian,Early Turonian,100.5,89.8
95373,Pisco,-75.900002,-14.333,"Cerro Colorado (Pisco, Tortonian)",1,Tortonian,,11.63,7.246
95688,Salla,-67.633331,-17.183332,Salla,1,Deseadan,,29.0,21.0
95693,Naturita,-109.373886,40.473888,Pipeline Road tracksite,1,Cenomanian,,100.5,93.9
95694,Allen,-67.294441,-39.431946,Arriagada III (egg level 2),8,Maastrichtian,Early Maastrichtian,72.2,66.0
95795,Haoling,112.589302,34.112,"Shengshuigou, Shaping village",1,Aptian,Albian,121.4,100.5
95807,Lameta,73.341942,23.057222,Rahioli Village,3,Maastrichtian,,72.2,66.0
95824,,47.833332,-16.316668,Ampasambazimba,13,Late Pleistocene,Holocene,0.129,0.0
95827,,47.033333,-19.866667,Antsirabe (MNHN collection),13,Late Pleistocene,Holocene,0.129,0.0
95861,Griman Creek,147.766388,-29.469999,"Moonshine, Coocoran ",5,Early Cenomanian,Middle Cenomanian,100.5,93.9
96070,Allen,-67.34333,-39.463055,Cerro de Guerra (egg level 5),1,Maastrichtian,Early Maastrichtian,72.2,66.0
96071,Allen,-67.322777,-39.448612,Arriagada I (egg level 3),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96073,El Castellar,-0.839,40.616299,Pielago (PX),4,Early Barremian,,125.77,121.4
96074,Camarillas,-0.8797,40.646099,Casilla Barea,1,Early Barremian,,125.77,121.4
96075,Camarillas,-0.902,40.662201,Villaralbo,1,Early Barremian,,125.77,121.4
96076,Villar del Arzobispo,-0.8757,40.667801,Barranco del Agua,1,Kimmeridgian,Tithonian,154.8,143.1
96077,Villar del Arzobispo,-0.8846,40.662998,San Macario,1,Kimmeridgian,Tithonian,154.8,143.1
96078,Villar del Arzobispo,-0.875,40.667,FM,1,Kimmeridgian,Tithonian,154.8,143.1
96079,El Castellar,-0.8391,40.616299,Pielago 4,1,Late Hauterivian,Early Barremian,132.6,121.4
96080,Bannockburn,169.857224,-44.908054,"H41/f95, Manuherikia River",1,Altonian,,18.7,15.9
96082,Laramie,-104.916664,40.950001,Natural Fort (UCM Loc. 78193),2,Lancian,,72.2,66.0
96090,Allen,-67.322777,-39.448612,Arriagada I (egg level 4),1,Maastrichtian,Early Maastrichtian,72.2,66.0
96091,Allen,-67.315559,-39.44278,Arriagada II (egg level 1),3,Maastrichtian,Early Maastrichtian,72.2,66.0
96092,Allen,-66.566666,-39.951942,Salinas de Trapalcó (egg level 3),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96093,Allen,-66.593056,-39.939445,Santos I,1,Maastrichtian,Early Maastrichtian,72.2,66.0
96094,Allen,-66.589996,-39.939445,Santos II (egg level 3),1,Maastrichtian,Early Maastrichtian,72.2,66.0
96095,Allen,-66.591942,-39.931946,Santos III (egg level 3),1,Maastrichtian,Early Maastrichtian,72.2,66.0
96096,Allen,-66.598335,-39.950558,Santos IV,1,Maastrichtian,Early Maastrichtian,72.2,66.0
96097,Allen,-66.645836,-39.981667,Mansilla I (egg level 3),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96098,Allen,-66.636948,-39.976112,Mansilla II (egg level 3),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96099,Allen,-66.711388,-40.021942,Garcia I (egg level 5),3,Maastrichtian,Early Maastrichtian,72.2,66.0
96100,Allen,-66.719719,-40.020557,Garcia II (egg level 5),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96101,Allen,-66.801392,-40.058887,Cerro Bonaparte (egg level 2),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96102,Allen,-66.801392,-40.058887,Cerro Bonaparte (egg level 3),1,Maastrichtian,Early Maastrichtian,72.2,66.0
96103,Allen,-66.81028,-40.040833,Berthe I,1,Maastrichtian,Early Maastrichtian,72.2,66.0
96104,Allen,-66.800278,-40.059166,Berthe II (egg level 1),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96105,Allen,-66.801392,-40.058334,Berthe III (egg level 2),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96106,Allen,-66.810555,-40.040833,Berthe IV (egg level 3),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96107,Allen,-66.810837,-40.040833,Berthe IV (egg level 4),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96108,Allen,-66.823334,-40.028889,Berthe V (egg level 4),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96109,Allen,-66.81694,-40.050835,Berthe VI (egg level 4),2,Maastrichtian,Early Maastrichtian,72.2,66.0
96110,Allen,-66.868332,-40.100834,Barranca La Laguna,1,Maastrichtian,Early Maastrichtian,72.2,66.0
96111,Allen,-66.748611,-39.753613,Cerro Laguna Trapalco,2,Maastrichtian,Early Maastrichtian,72.2,66.0
96188,Liushu,103.633331,35.450001,Yangwapuzijifang,2,MN 12,MN 13,7.9,5.09
96195,Qiaotou,116.566666,41.883331,Shenjitu (Qiaotou Formation),1,Late Jurassic,Barremian,161.5,121.4
96196,São José do Rio Preto,-49.211109,-21.034721,North of Ibirá (near the farm of Sérgio Luis Simonatto),2,Late Santonian,Early Campanian,85.7,72.2
96223,,-3.870278,30.897499,Aferdou N'Chaft,1,Early Cenomanian,,100.5,93.9
96323,Isalo II,45.375,-20.35,"Poamay, M-21",1,Norian,Early Jurassic,227.3,174.7
96325,Isalo II,45.375,-20.35,"Poamay, M-24",1,Norian,Early Jurassic,227.3,174.7
96326,Isalo II,45.375,-20.35,"Poamay, M-25",2,Norian,Early Jurassic,227.3,174.7
96390,,-0.269444,50.929722,Henfield,1,Valanginian,,137.05,132.6
96435,Chorzow,17.628889,50.577778,"Gogolin, Upper Silesia",1,Anisian,,246.7,241.464
96438,Muddy Sandstone,-105.223053,39.7575,Bennetts Ranch tracksite 1,2,Late Albian,Early Cenomanian,106.3,93.9
96439,Muddy Sandstone,-105.223053,39.7575,Bennetts Ranch tracksite 2,2,Late Albian,Early Cenomanian,106.3,93.9
96453,Elliot,27.383333,-28.983334,Farm Nova Barletta (307) (Lower Elliot),1,Norian,Rhaetian,227.3,201.4
96455,Horseshoe Canyon,-112.629997,51.41,Rosedale,2,Early Maastrichtian,,72.2,66.0
96457,Horseshoe Canyon,-112.589996,51.400002,Cambria,2,Early Maastrichtian,,72.2,66.0
96459,Sierra Perenchiza,-0.9667,39.599998,Chera 1,1,Late Campanian,Early Maastrichtian,83.6,66.0
96460,Sierra Perenchiza,-0.9667,39.599998,Chera 1c,1,Late Campanian,Early Maastrichtian,83.6,66.0
96461,Sierra Perenchiza,-0.9667,39.599998,La Castellana 2,1,Late Campanian,Early Maastrichtian,83.6,66.0
96465,Griman Creek,147.697296,-29.604099,Grawin Opal Field,1,Early Cenomanian,,100.5,93.9
96467,Charmouth Mudstone,-2.90829,50.733959,"foot of Black Ven, Charmouth",1,Sinemurian,,199.5,192.9
